pollster,sample_size,numeric_grade,pollscore,state,transparency_score,end_date,party,answer,pct
Mason-Dixon,800,2.6,-1.1,Minnesota,6,2024-06-05,REP,Trump,40.6
Mason-Dixon,800,2.6,-1.1,Minnesota,6,2024-06-05,IND,Kennedy,6.4
Morning Consult,4000,1.9,-0.3,National,3,2024-06-05,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-05,REP,Trump,44
Fabrizio,500,1.7,-0.1,Montana,6,2024-06-05,DEM,Biden,36
Fabrizio,500,1.7,-0.1,Montana,6,2024-06-05,REP,Trump,54
Global Strategy Group,600,1.8,-0.5,Nebraska,1,2024-06-05,DEM,Biden,34
Global Strategy Group,600,1.8,-0.5,Nebraska,1,2024-06-05,REP,Trump,42
Kaplan Strategies,464,2,-0.9,West Virginia,4.5,2024-06-04,DEM,Biden,28
Kaplan Strategies,464,2,-0.9,West Virginia,4.5,2024-06-04,REP,Trump,55
Kaplan Strategies,464,2,-0.9,West Virginia,4.5,2024-06-04,GRE,Stein,2
YouGov,1566,3,-1.1,National,9,2024-06-04,DEM,Biden,42
YouGov,1566,3,-1.1,National,9,2024-06-04,REP,Trump,42
YouGov,1566,3,-1.1,National,9,2024-06-04,IND,Kennedy,3
YouGov,1566,3,-1.1,National,9,2024-06-04,IND,West,1
YouGov,1566,3,-1.1,National,9,2024-06-04,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,National,3,2024-06-04,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-04,REP,Trump,44
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,DEM,Biden,37
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,REP,Trump,45
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,IND,Kennedy,11
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,GRE,Stein,3
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,LIB,Oliver,0
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,DEM,Biden,44
Fabrizio/Impact,600,1.7,-0.3,Arizona,2,2024-06-04,REP,Trump,50
ActiVote,1671,NA,NA,National,5,2024-06-04,DEM,Biden,48.1
ActiVote,1671,NA,NA,National,5,2024-06-04,REP,Trump,51.9
ActiVote,1775,NA,NA,National,5,2024-06-04,DEM,Biden,41.6
ActiVote,1775,NA,NA,National,5,2024-06-04,REP,Trump,45.4
ActiVote,1775,NA,NA,National,5,2024-06-04,IND,Kennedy,13.1
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,DEM,Biden,47.6
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,REP,Trump,48.2
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,DEM,Biden,45.1
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,REP,Trump,46.3
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,IND,Kennedy,3.3
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,GRE,Stein,0.5
Mitchell,710,2.4,-0.2,Michigan,6,2024-06-03,IND,West,1.1
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,DEM,Biden,48
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,REP,Trump,48
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,DEM,Biden,42
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,REP,Trump,41
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,IND,Kennedy,9
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,IND,West,2
Beacon/Shaw,1107,2.8,-1.1,Virginia,9,2024-06-03,GRE,Stein,2
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,DEM,Biden,46
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,REP,Trump,50
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,DEM,Biden,40
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,REP,Trump,47
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,IND,Kennedy,7
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,IND,West,2
Beacon/Shaw,1075,2.8,-1.1,Florida,9,2024-06-03,GRE,Stein,1
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,DEM,Biden,45
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,REP,Trump,50
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,DEM,Biden,40
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,REP,Trump,45
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,IND,Kennedy,7
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,IND,West,2
Beacon/Shaw,1069,2.8,-1.1,Nevada,9,2024-06-03,GRE,Stein,2
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,DEM,Biden,46
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,REP,Trump,51
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,DEM,Biden,41
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,REP,Trump,46
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,IND,Kennedy,8
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,IND,West,1
Beacon/Shaw,1095,2.8,-1.1,Arizona,9,2024-06-03,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,National,3,2024-06-03,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-03,REP,Trump,44
East Carolina University,1332,2.6,-0.5,North Carolina,7,2024-06-03,DEM,Biden,43
East Carolina University,1332,2.6,-0.5,North Carolina,7,2024-06-03,REP,Trump,48
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,DEM,Biden,44
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,REP,Trump,49
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,DEM,Biden,37
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,REP,Trump,43
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,IND,Kennedy,8
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,IND,West,3
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,GRE,Stein,2
Quinnipiac,1203,2.8,-0.5,Georgia,9,2024-06-03,LIB,Oliver,3
Navigator,812,1.3,0.3,National,4.5,2024-06-03,DEM,Biden,45
Navigator,812,1.3,0.3,National,4.5,2024-06-03,REP,Trump,40
Navigator,812,1.3,0.3,National,4.5,2024-06-03,IND,Kennedy,8
Navigator,812,1.3,0.3,National,4.5,2024-06-03,GRE,Stein,1
Navigator,812,1.3,0.3,National,4.5,2024-06-03,IND,West,2
Navigator,812,1.3,0.3,National,4.5,2024-06-03,DEM,Biden,48
Navigator,812,1.3,0.3,National,4.5,2024-06-03,REP,Trump,44
Morning Consult,10404,1.9,-0.3,National,3,2024-06-02,DEM,Biden,43
Morning Consult,10404,1.9,-0.3,National,3,2024-06-02,REP,Trump,44
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,DEM,Biden,41
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,REP,Trump,49
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,DEM,Biden,32
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,REP,Trump,44
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,IND,Kennedy,9
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,GRE,Stein,2
North Star Opinion Research,600,1.1,0.3,North Carolina,3,2024-06-02,IND,West,3
PPIC,1098,2.5,-0.4,California,10,2024-06-02,DEM,Biden,55
PPIC,1098,2.5,-0.4,California,10,2024-06-02,REP,Trump,31
Morning Consult,4000,1.9,-0.3,National,3,2024-06-01,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-01,REP,Trump,44
Morning Consult,2200,1.9,-0.3,National,3,2024-05-31,DEM,Biden,45
Morning Consult,2200,1.9,-0.3,National,3,2024-05-31,REP,Trump,44
Ipsos,2135,2.8,-0.9,National,9.5,2024-05-31,DEM,Biden,41
Ipsos,2135,2.8,-0.9,National,9.5,2024-05-31,REP,Trump,39
Ipsos,2556,2.8,-0.9,National,9.5,2024-05-31,DEM,Biden,36
Ipsos,2556,2.8,-0.9,National,9.5,2024-05-31,REP,Trump,36
Ipsos,2135,2.8,-0.9,National,9.5,2024-05-31,DEM,Biden,39
Ipsos,2135,2.8,-0.9,National,9.5,2024-05-31,REP,Trump,37
Ipsos,2135,2.8,-0.9,National,9.5,2024-05-31,IND,Kennedy,10
Ipsos,2556,2.8,-0.9,National,9.5,2024-05-31,DEM,Biden,34
Ipsos,2556,2.8,-0.9,National,9.5,2024-05-31,REP,Trump,33
Ipsos,2556,2.8,-0.9,National,9.5,2024-05-31,IND,Kennedy,10
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,DEM,Biden,49
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,REP,Trump,51
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,DEM,Biden,41
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,REP,Trump,43
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,IND,Kennedy,13
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,IND,West,2
HarrisX,1006,1.5,-0.1,National,6,2024-05-31,GRE,Stein,2
Florida Atlantic University/Mainstreet Research,722,NA,NA,Michigan,6,2024-05-31,DEM,Biden,45
Florida Atlantic University/Mainstreet Research,722,NA,NA,Michigan,6,2024-05-31,REP,Trump,45
Florida Atlantic University/Mainstreet Research,636,NA,NA,Michigan,6,2024-05-31,DEM,Biden,47
Florida Atlantic University/Mainstreet Research,636,NA,NA,Michigan,6,2024-05-31,REP,Trump,46
Florida Atlantic University/Mainstreet Research,722,NA,NA,Michigan,6,2024-05-31,DEM,Biden,41
Florida Atlantic University/Mainstreet Research,722,NA,NA,Michigan,6,2024-05-31,REP,Trump,39
Florida Atlantic University/Mainstreet Research,722,NA,NA,Michigan,6,2024-05-31,IND,Kennedy,11
Florida Atlantic University/Mainstreet Research,636,NA,NA,Michigan,6,2024-05-31,DEM,Biden,44
Florida Atlantic University/Mainstreet Research,636,NA,NA,Michigan,6,2024-05-31,REP,Trump,43
Florida Atlantic University/Mainstreet Research,636,NA,NA,Michigan,6,2024-05-31,IND,Kennedy,8
Florida Atlantic University/Mainstreet Research,1008,NA,NA,Pennsylvania,6,2024-05-31,DEM,Biden,43
Florida Atlantic University/Mainstreet Research,1008,NA,NA,Pennsylvania,6,2024-05-31,REP,Trump,45
Florida Atlantic University/Mainstreet Research,923,NA,NA,Pennsylvania,6,2024-05-31,DEM,Biden,45
Florida Atlantic University/Mainstreet Research,923,NA,NA,Pennsylvania,6,2024-05-31,REP,Trump,47
Florida Atlantic University/Mainstreet Research,1008,NA,NA,Pennsylvania,6,2024-05-31,DEM,Biden,41
Florida Atlantic University/Mainstreet Research,1008,NA,NA,Pennsylvania,6,2024-05-31,REP,Trump,39
Florida Atlantic University/Mainstreet Research,1008,NA,NA,Pennsylvania,6,2024-05-31,IND,Kennedy,8
Florida Atlantic University/Mainstreet Research,923,NA,NA,Pennsylvania,6,2024-05-31,DEM,Biden,43
Florida Atlantic University/Mainstreet Research,923,NA,NA,Pennsylvania,6,2024-05-31,REP,Trump,42
Florida Atlantic University/Mainstreet Research,923,NA,NA,Pennsylvania,6,2024-05-31,IND,Kennedy,7
Florida Atlantic University/Mainstreet Research,338,NA,NA,Wisconsin,6,2024-05-31,DEM,Biden,40
Florida Atlantic University/Mainstreet Research,338,NA,NA,Wisconsin,6,2024-05-31,REP,Trump,38
Florida Atlantic University/Mainstreet Research,290,NA,NA,Wisconsin,6,2024-05-31,DEM,Biden,40
Florida Atlantic University/Mainstreet Research,290,NA,NA,Wisconsin,6,2024-05-31,REP,Trump,41
Florida Atlantic University/Mainstreet Research,338,NA,NA,Wisconsin,6,2024-05-31,DEM,Biden,38
Florida Atlantic University/Mainstreet Research,338,NA,NA,Wisconsin,6,2024-05-31,REP,Trump,31
Florida Atlantic University/Mainstreet Research,338,NA,NA,Wisconsin,6,2024-05-31,IND,Kennedy,13
Florida Atlantic University/Mainstreet Research,290,NA,NA,Wisconsin,6,2024-05-31,DEM,Biden,40
Florida Atlantic University/Mainstreet Research,290,NA,NA,Wisconsin,6,2024-05-31,REP,Trump,35
Florida Atlantic University/Mainstreet Research,290,NA,NA,Wisconsin,6,2024-05-31,IND,Kennedy,12
SurveyMonkey,5893,2,0.2,National,9,2024-05-31,DEM,Biden,30
SurveyMonkey,5893,2,0.2,National,9,2024-05-31,REP,Trump,34
TIPP,1675,1.8,-0.4,National,3,2024-05-31,DEM,Biden,41
TIPP,1675,1.8,-0.4,National,3,2024-05-31,REP,Trump,41
TIPP,1675,1.8,-0.4,National,3,2024-05-31,DEM,Biden,38
TIPP,1675,1.8,-0.4,National,3,2024-05-31,REP,Trump,38
TIPP,1675,1.8,-0.4,National,3,2024-05-31,IND,Kennedy,10
TIPP,1675,1.8,-0.4,National,3,2024-05-31,IND,West,1
TIPP,1675,1.8,-0.4,National,3,2024-05-31,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,National,3,2024-05-31,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-31,REP,Trump,45
Morning Consult,4000,1.9,-0.3,National,3,2024-05-30,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-30,REP,Trump,45
UMass Amherst/YouGov,700,2.4,-0.4,Massachusetts,9,2024-05-30,DEM,Biden,48
UMass Amherst/YouGov,700,2.4,-0.4,Massachusetts,9,2024-05-30,REP,Trump,27
UMass Amherst/YouGov,700,2.4,-0.4,Massachusetts,9,2024-05-30,IND,Kennedy,9
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,DEM,Biden,40
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,REP,Trump,39
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,DEM,Biden,36
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,REP,Trump,35
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,IND,Kennedy,10
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,GRE,Stein,1
Lord Ashcroft Polls,10025,NA,NA,National,6,2024-05-30,IND,West,1
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,DEM,Biden,44
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,REP,Trump,39
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,DEM,Biden,40
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,REP,Trump,36
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,IND,Kennedy,9
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,GRE,Stein,1
Lord Ashcroft Polls,8153,NA,NA,National,6,2024-05-30,IND,West,1
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,DEM,Biden,44.1
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,REP,Trump,37.6
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,IND,Kennedy,5.7
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,IND,West,1.5
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,GRE,Stein,0.7
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,DEM,Biden,55.2
Emerson,1000,2.9,-1.1,New York,7,2024-05-29,REP,Trump,44.8
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,DEM,Biden,46
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,REP,Trump,54
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,DEM,Biden,40
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,REP,Trump,48
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,IND,Kennedy,7
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,GRE,Stein,3
National Public Affairs,802,NA,NA,Ohio,2,2024-05-29,IND,West,2
Morning Consult,3996,1.9,-0.3,National,3,2024-05-29,DEM,Biden,45
Morning Consult,3996,1.9,-0.3,National,3,2024-05-29,REP,Trump,45
Morning Consult,4000,1.9,-0.3,National,3,2024-05-29,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,National,3,2024-05-29,REP,Trump,44
Morning Consult,10721,1.9,-0.3,National,3,2024-05-28,DEM,Biden,42
Morning Consult,10721,1.9,-0.3,National,3,2024-05-28,REP,Trump,44
YouGov,1547,3,-1.1,National,9,2024-05-28,DEM,Biden,40
YouGov,1547,3,-1.1,National,9,2024-05-28,REP,Trump,41
YouGov,1547,3,-1.1,National,9,2024-05-28,IND,Kennedy,4
YouGov,1547,3,-1.1,National,9,2024-05-28,IND,West,1
YouGov,1547,3,-1.1,National,9,2024-05-28,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,National,3,2024-05-27,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-27,REP,Trump,44
Emerson,1000,2.9,-1.1,National,7,2024-05-27,DEM,Biden,41
Emerson,1000,2.9,-1.1,National,7,2024-05-27,REP,Trump,41
Leger,883,2,0,National,9,2024-05-26,DEM,Biden,42
Leger,883,2,0,National,9,2024-05-26,REP,Trump,43
Leger,883,2,0,National,9,2024-05-26,DEM,Biden,37
Leger,883,2,0,National,9,2024-05-26,REP,Trump,39
Leger,883,2,0,National,9,2024-05-26,IND,Kennedy,9
Leger,883,2,0,National,9,2024-05-26,GRE,Stein,2
Leger,883,2,0,National,9,2024-05-26,IND,West,2
Morning Consult,4000,1.9,-0.3,National,3,2024-05-26,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-26,REP,Trump,44
Morning Consult,4000,1.9,-0.3,National,3,2024-05-25,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-25,REP,Trump,44
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,DEM,Biden,37
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,REP,Trump,40
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,IND,Kennedy,9
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,IND,West,2
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,GRE,Stein,1
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,DEM,Biden,44
The Tyson Group,601,1.1,0.1,Nevada,3.5,2024-05-25,REP,Trump,47
Morning Consult,4000,1.9,-0.3,National,3,2024-05-24,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-24,REP,Trump,44
Emerson,1100,2.9,-1.1,National,7,2024-05-23,DEM,Biden,49.9
Emerson,1100,2.9,-1.1,National,7,2024-05-23,REP,Trump,50.1
Emerson,1100,2.9,-1.1,National,7,2024-05-23,DEM,Biden,38.7
Emerson,1100,2.9,-1.1,National,7,2024-05-23,REP,Trump,43.8
Emerson,1100,2.9,-1.1,National,7,2024-05-23,IND,Kennedy,5.9
Emerson,1100,2.9,-1.1,National,7,2024-05-23,IND,West,1
Emerson,1100,2.9,-1.1,National,7,2024-05-23,GRE,Stein,0.9
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,DEM,Biden,44
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,REP,Trump,46
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,DEM,Biden,38
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,REP,Trump,42
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,IND,Kennedy,9
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,GRE,Stein,2
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,IND,West,2
McLaughlin,1000,0.5,1.6,National,4,2024-05-23,LIB,Mapstead,1
Marist,1122,2.9,-0.9,National,7,2024-05-23,DEM,Biden,50
Marist,1122,2.9,-0.9,National,7,2024-05-23,REP,Trump,48
Marist,1122,2.9,-0.9,National,7,2024-05-23,DEM,Biden,40
Marist,1122,2.9,-0.9,National,7,2024-05-23,REP,Trump,44
Marist,1122,2.9,-0.9,National,7,2024-05-23,IND,Kennedy,8
Marist,1122,2.9,-0.9,National,7,2024-05-23,IND,West,2
Marist,1122,2.9,-0.9,National,7,2024-05-23,GRE,Stein,3
Morning Consult,4000,1.9,-0.3,National,3,2024-05-23,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-23,REP,Trump,44
Morning Consult,4000,1.9,-0.3,National,3,2024-05-22,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-22,REP,Trump,44
Iron Light,400,NA,NA,Nebraska CD-2,2,2024-05-22,DEM,Biden,42
Iron Light,400,NA,NA,Nebraska CD-2,2,2024-05-22,REP,Trump,37
Iron Light,400,NA,NA,Nebraska CD-2,2,2024-05-22,IND,Kennedy,13
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,DEM,Biden,47
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,REP,Trump,49
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,DEM,Biden,45
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,REP,Trump,46
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,IND,Kennedy,5
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,GRE,Stein,1
Mitchell,697,2.4,-0.2,Michigan,6,2024-05-21,IND,West,1
YouGov,1560,3,-1.1,National,9,2024-05-21,DEM,Biden,40
YouGov,1560,3,-1.1,National,9,2024-05-21,REP,Trump,41
YouGov,1560,3,-1.1,National,9,2024-05-21,IND,Kennedy,5
YouGov,1560,3,-1.1,National,9,2024-05-21,IND,West,1
YouGov,1560,3,-1.1,National,9,2024-05-21,GRE,Stein,1
Florida Atlantic University/Mainstreet Research,609,NA,NA,Arizona,6,2024-05-21,DEM,Biden,40.9
Florida Atlantic University/Mainstreet Research,609,NA,NA,Arizona,6,2024-05-21,REP,Trump,41.2
Florida Atlantic University/Mainstreet Research,501,NA,NA,Arizona,6,2024-05-21,DEM,Biden,45.1
Florida Atlantic University/Mainstreet Research,501,NA,NA,Arizona,6,2024-05-21,REP,Trump,43.2
Florida Atlantic University/Mainstreet Research,609,NA,NA,Arizona,6,2024-05-21,DEM,Biden,36.6
Florida Atlantic University/Mainstreet Research,609,NA,NA,Arizona,6,2024-05-21,REP,Trump,38.8
Florida Atlantic University/Mainstreet Research,609,NA,NA,Arizona,6,2024-05-21,IND,Kennedy,9.1
Florida Atlantic University/Mainstreet Research,501,NA,NA,Arizona,6,2024-05-21,DEM,Biden,39.3
Florida Atlantic University/Mainstreet Research,501,NA,NA,Arizona,6,2024-05-21,REP,Trump,42.8
Florida Atlantic University/Mainstreet Research,501,NA,NA,Arizona,6,2024-05-21,IND,Kennedy,7.2
Florida Atlantic University/Mainstreet Research,522,NA,NA,Nevada,6,2024-05-21,DEM,Biden,41.5
Florida Atlantic University/Mainstreet Research,522,NA,NA,Nevada,6,2024-05-21,REP,Trump,49.6
Florida Atlantic University/Mainstreet Research,494,NA,NA,Nevada,6,2024-05-21,DEM,Biden,42.9
Florida Atlantic University/Mainstreet Research,494,NA,NA,Nevada,6,2024-05-21,REP,Trump,51.2
Florida Atlantic University/Mainstreet Research,522,NA,NA,Nevada,6,2024-05-21,DEM,Biden,39.8
Florida Atlantic University/Mainstreet Research,522,NA,NA,Nevada,6,2024-05-21,REP,Trump,44
Florida Atlantic University/Mainstreet Research,522,NA,NA,Nevada,6,2024-05-21,IND,Kennedy,8.6
Florida Atlantic University/Mainstreet Research,494,NA,NA,Nevada,6,2024-05-21,DEM,Biden,40
Florida Atlantic University/Mainstreet Research,494,NA,NA,Nevada,6,2024-05-21,REP,Trump,46.2
Florida Atlantic University/Mainstreet Research,494,NA,NA,Nevada,6,2024-05-21,IND,Kennedy,7.9
Morning Consult,4000,1.9,-0.3,National,3,2024-05-21,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-05-21,REP,Trump,45
Iron Light,600,NA,NA,Nevada,2,2024-05-21,DEM,Biden,34
Iron Light,600,NA,NA,Nevada,2,2024-05-21,REP,Trump,37
Iron Light,600,NA,NA,Nevada,2,2024-05-21,IND,Kennedy,15
Bullfinch,1200,NA,NA,National,4,2024-05-21,DEM,Biden,37
Bullfinch,1200,NA,NA,National,4,2024-05-21,REP,Trump,42
Bullfinch,1200,NA,NA,National,4,2024-05-21,IND,Kennedy,13
Bullfinch,1000,NA,NA,National,4,2024-05-21,DEM,Biden,39
Bullfinch,1000,NA,NA,National,4,2024-05-21,REP,Trump,42
Bullfinch,1000,NA,NA,National,4,2024-05-21,IND,Kennedy,13
Bullfinch,1200,NA,NA,National,4,2024-05-21,DEM,Biden,43
Bullfinch,1200,NA,NA,National,4,2024-05-21,REP,Trump,47
Bullfinch,1000,NA,NA,National,4,2024-05-21,DEM,Biden,45
Bullfinch,1000,NA,NA,National,4,2024-05-21,REP,Trump,47
Bullfinch,1200,NA,NA,National,4,2024-05-21,DEM,Biden,36
Bullfinch,1200,NA,NA,National,4,2024-05-21,REP,Trump,41
Bullfinch,1200,NA,NA,National,4,2024-05-21,IND,Kennedy,11
Bullfinch,1200,NA,NA,National,4,2024-05-21,IND,West,2
Bullfinch,1200,NA,NA,National,4,2024-05-21,GRE,Stein,2
Bullfinch,1000,NA,NA,National,4,2024-05-21,DEM,Biden,37
Bullfinch,1000,NA,NA,National,4,2024-05-21,REP,Trump,41
Bullfinch,1000,NA,NA,National,4,2024-05-21,IND,Kennedy,10
Bullfinch,1000,NA,NA,National,4,2024-05-21,IND,West,2
Bullfinch,1000,NA,NA,National,4,2024-05-21,GRE,Stein,2
P2 Insights,650,1.1,0.1,Arizona,1,2024-05-21,DEM,Biden,38
P2 Insights,650,1.1,0.1,Arizona,1,2024-05-21,REP,Trump,41
P2 Insights,650,1.1,0.1,Arizona,1,2024-05-21,IND,Kennedy,9
P2 Insights,650,1.1,0.1,Georgia,1,2024-05-21,DEM,Biden,39
P2 Insights,650,1.1,0.1,Georgia,1,2024-05-21,REP,Trump,43
P2 Insights,650,1.1,0.1,Georgia,1,2024-05-21,IND,Kennedy,7
P2 Insights,650,1.1,0.1,Michigan,1,2024-05-21,DEM,Biden,37
P2 Insights,650,1.1,0.1,Michigan,1,2024-05-21,REP,Trump,45
P2 Insights,650,1.1,0.1,Michigan,1,2024-05-21,IND,Kennedy,7
P2 Insights,650,1.1,0.1,Nevada,1,2024-05-21,DEM,Biden,40
P2 Insights,650,1.1,0.1,Nevada,1,2024-05-21,REP,Trump,41
P2 Insights,650,1.1,0.1,Nevada,1,2024-05-21,IND,Kennedy,9
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-05-21,DEM,Biden,42
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-05-21,REP,Trump,44
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-05-21,IND,Kennedy,7
Roanoke College,711,2.6,-0.4,Virginia,7,2024-05-21,DEM,Biden,42
Roanoke College,711,2.6,-0.4,Virginia,7,2024-05-21,REP,Trump,42
Roanoke College,711,2.6,-0.4,Virginia,7,2024-05-21,DEM,Biden,40
Roanoke College,711,2.6,-0.4,Virginia,7,2024-05-21,REP,Trump,38
